season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2003/2004,Regular Season,Premier League,available,33,Arsenal,1,"[{""id"":577,""name"":""Arsène Wenger"",""nickname"":null,""dob"":""1949-10-22"",""country"":{""id"":78,""name"":""France""}}]",101,Leeds United,"[{""id"":3029,""name"":""Eddie Gray"",""nickname"":null,""dob"":""1948-01-17"",""country"":{""id"":201,""name"":""Scotland""}}]",1000243,,false,false,England,2003/2004,1
2011/2012,Regular Season,La Liga,available,10,Granada,1049,"[{""id"":5048,""name"":""Fabriciano González Penelas"",""nickname"":""Fabri"",""dob"":""1955-04-25"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4667,997,false,false,Spain,2011/2012,1
2015/2016,Regular Season,Serie A,available,9,Sampdoria,234,"[{""id"":273,""name"":""Walter Zenga"",""nickname"":null,""dob"":""1960-04-28"",""country"":{""id"":112,""name"":""Italy""}}]",226,Hellas Verona,"[{""id"":4071,""name"":""Andrea Mandorlini"",""nickname"":null,""dob"":""1960-07-17"",""country"":{""id"":112,""name"":""Italy""}}]",387,252,false,false,Italy,2015/2016,1
2015/2016,Regular Season,La Liga,available,23,Granada,1049,"[{""id"":1617,""name"":""José Ramón Sandoval Huertas"",""nickname"":""José Ramón Sandoval"",""dob"":""1968-05-02"",""country"":{""id"":214,""name"":""Spain""}}]",220,Real Madrid,"[{""id"":56,""name"":""Zinédine Zidane"",""nickname"":null,""dob"":""1972-06-23"",""country"":{""id"":78,""name"":""France""}}]",4667,183,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,20,Valencia,207,"[{""id"":2449,""name"":""Gary Neville"",""nickname"":null,""dob"":""1975-02-18"",""country"":{""id"":68,""name"":""England""}}]",360,Rayo Vallecano,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",344,2419,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Serie A,available,10,Atalanta,228,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",236,Lazio,"[{""id"":436,""name"":""Stefano Pioli"",""nickname"":null,""dob"":""1965-10-20"",""country"":{""id"":112,""name"":""Italy""}}]",4954,270,false,false,Italy,2015/2016,1
2020/2021,Regular Season,FA Women's Super League,available,6,Tottenham Hotspur Women,749,"[{""id"":791,""name"":""Karen Hills"",""nickname"":null,""dob"":""1975-05-05"",""country"":{""id"":68,""name"":""England""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",122,567,false,false,England,2020/2021,1
2015/2016,Regular Season,1. Bundesliga,available,5,Borussia Dortmund,180,"[{""id"":279,""name"":""Thomas Tuchel"",""nickname"":null,""dob"":""1973-08-29"",""country"":{""id"":85,""name"":""Germany""}}]",904,Bayer Leverkusen,"[{""id"":3980,""name"":""Roger Schmidt"",""nickname"":null,""dob"":""1967-03-13"",""country"":{""id"":85,""name"":""Germany""}}]",373,231,false,false,Germany,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,13,Liverpool WFC,966,"[{""id"":623,""name"":""Victoria Jepson"",""nickname"":null,""dob"":""1987-02-23"",""country"":{""id"":68,""name"":""England""}}]",965,Brighton & Hove Albion WFC,"[{""id"":149,""name"":""Hope Patricia Powell"",""nickname"":""Hope Powell"",""dob"":""1966-12-08"",""country"":{""id"":68,""name"":""England""}}]",579,926,false,false,England,2018/2019,1
2018/2019,Regular Season,FA Women's Super League,available,20,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",969,Birmingham City WFC,"[{""id"":1817,""name"":""Marta Tejedor"",""nickname"":null,""dob"":""1968-12-23"",""country"":{""id"":45,""name"":""Chile""}}]",4062,915,false,false,England,2018/2019,1
2015/2016,Regular Season,Ligue 1,available,36,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",147,Marseille,"[{""id"":3004,""name"":""Franck Passi"",""nickname"":null,""dob"":""1966-03-28"",""country"":{""id"":78,""name"":""France""}}]",153,97,false,false,France,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,30,Rennes,134,"[{""id"":1001260,""name"":""Rolland Courbis"",""nickname"":null,""dob"":""1953-08-12"",""country"":{""id"":78,""name"":""France""}}]",137,Lyon,"[{""id"":283,""name"":""Bruno Génésio"",""nickname"":null,""dob"":""1966-09-01"",""country"":{""id"":78,""name"":""France""}}]",,104,false,false,France,2015/2016,1
2019,Regular Season,Women's World Cup,available,5,France Women's,861,"[{""id"":500,""name"":""Corinne Catherine Diacre"",""nickname"":null,""dob"":""1974-08-04"",""country"":{""id"":78,""name"":""France""}}]",1214,United States Women's,"[{""id"":2975,""name"":""Jillian Ellis"",""nickname"":null,""dob"":""1966-09-06"",""country"":{""id"":241,""name"":""United States of America""}}]",154,374,false,true,International,2019,1
2015/2016,Regular Season,1. Bundesliga,available,20,Hamburger SV,171,"[{""id"":446,""name"":""Bruno Labbadia"",""nickname"":null,""dob"":""1966-02-08"",""country"":{""id"":85,""name"":""Germany""}}]",186,FC Köln,"[{""id"":43,""name"":""Peter Stöger"",""nickname"":null,""dob"":""1966-04-11"",""country"":{""id"":15,""name"":""Austria""}}]",379,186,false,false,Germany,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,2,Schalke 04,181,"[{""id"":58,""name"":""André Breitenreiter"",""nickname"":null,""dob"":""1973-10-02"",""country"":{""id"":85,""name"":""Germany""}}]",872,Darmstadt 98,"[{""id"":377,""name"":""Dirk Schuster"",""nickname"":null,""dob"":""1967-12-29"",""country"":{""id"":85,""name"":""Germany""}}]",370,235,false,false,Germany,2015/2016,1
2018/2019,Regular Season,La Liga,available,26,Real Madrid,220,"[{""id"":25,""name"":""Santiago Hernán Solari Poggio"",""nickname"":""Santiago Solari"",""dob"":""1976-10-07"",""country"":{""id"":11,""name"":""Argentina""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",353,221,false,false,Spain,2018/2019,1
2014/2015,Regular Season,La Liga,available,8,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",322,Eibar,"[{""id"":767,""name"":""Gaizka Garitano Aguirre"",""nickname"":""Gaizka Garitano"",""dob"":""1975-07-09"",""country"":{""id"":214,""name"":""Spain""}}]",342,1016,false,false,Spain,2014/2015,1
2015/2016,Regular Season,Serie A,available,15,Atalanta,228,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",2256,Palermo,"[{""id"":625,""name"":""Davide Ballardini"",""nickname"":null,""dob"":""1964-01-06"",""country"":{""id"":112,""name"":""Italy""}}]",4954,1946,false,false,Italy,2015/2016,1
2020/2021,Regular Season,FA Women's Super League,available,7,Aston Villa,2647,"[{""id"":4173,""name"":""Gemma Davies"",""nickname"":null,""dob"":null,""country"":{""id"":68,""name"":""England""}}]",969,Birmingham City WFC,"[{""id"":3978,""name"":""Carla Ward"",""nickname"":null,""dob"":""1982-12-21"",""country"":{""id"":68,""name"":""England""}}]",211,566,false,false,England,2020/2021,1
2011/2012,Regular Season,La Liga,available,21,Villarreal,222,"[{""id"":5050,""name"":""José Francisco Molina Jiménez "",""nickname"":""José Molina"",""dob"":""1970-08-08"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",361,1016,false,false,Spain,2011/2012,1
2015/2016,Regular Season,La Liga,available,21,Atlético Madrid,212,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",213,Sevilla,"[{""id"":21,""name"":""Unai Emery Etxegoien"",""nickname"":""Unai Emery"",""dob"":""1971-11-03"",""country"":{""id"":214,""name"":""Spain""}}]",625,218,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,17,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",218,Real Betis,"[{""id"":57,""name"":""José Mel Pérez"",""nickname"":""Pepe Mel"",""dob"":""1963-02-28"",""country"":{""id"":214,""name"":""Spain""}}]",342,,false,false,Spain,2015/2016,1
2003/2004,Regular Season,Premier League,available,1,Leeds United,101,"[{""id"":3643,""name"":""Peter Reid"",""nickname"":null,""dob"":""1956-06-20"",""country"":{""id"":68,""name"":""England""}}]",1,Arsenal,"[{""id"":577,""name"":""Arsène Wenger"",""nickname"":null,""dob"":""1949-10-22"",""country"":{""id"":78,""name"":""France""}}]",213,,false,false,England,2003/2004,1
2015/2016,Regular Season,Premier League,available,19,Everton,29,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",30,Stoke City,"[{""id"":55,""name"":""Mark Hughes"",""nickname"":null,""dob"":""1963-11-01"",""country"":{""id"":249,""name"":""Wales""}}]",12,728,false,false,England,2015/2016,1
2015/2016,Regular Season,1. Bundesliga,available,17,Eintracht Frankfurt,184,"[{""id"":1003175,""name"":""Armin Veh"",""nickname"":null,""dob"":""1961-02-01"",""country"":{""id"":85,""name"":""Germany""}}]",176,Werder Bremen,"[{""id"":3055,""name"":""Viktor Skripnik"",""nickname"":null,""dob"":""1969-11-19"",""country"":{""id"":238,""name"":""Ukraine""}}]",116458,716,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Premier League,available,20,Norwich City,56,"[{""id"":41,""name"":""Alex Neil"",""nickname"":null,""dob"":""1981-06-09"",""country"":{""id"":201,""name"":""Scotland""}}]",25,Southampton,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",220,728,false,false,England,2015/2016,1
2015/2016,Regular Season,Serie A,available,27,Empoli,290,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",229,AS Roma,"[{""id"":399,""name"":""Luciano Spalletti"",""nickname"":null,""dob"":""1959-03-07"",""country"":{""id"":112,""name"":""Italy""}}]",621,1008197,false,false,Italy,2015/2016,1
2012/2013,Regular Season,La Liga,available,34,Barcelona,217,,218,Real Betis,,342,1008,false,false,Spain,2012/2013,1
2015/2016,Regular Season,1. Bundesliga,available,23,Wolfsburg,179,"[{""id"":411,""name"":""Dieter Hecking"",""nickname"":null,""dob"":""1964-09-12"",""country"":{""id"":85,""name"":""Germany""}}]",169,Bayern Munich,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4849,230,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Serie A,available,35,Carpi,1683,"[{""id"":4149,""name"":""Fabrizio Castori"",""nickname"":null,""dob"":""1954-07-11"",""country"":{""id"":112,""name"":""Italy""}}]",290,Empoli,"[{""id"":605,""name"":""Marco Giampaolo"",""nickname"":null,""dob"":""1967-08-02"",""country"":{""id"":112,""name"":""Italy""}}]",1001068,265,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Premier League,available,22,AFC Bournemouth,28,"[{""id"":38,""name"":""Eddie Howe"",""nickname"":null,""dob"":""1977-11-29"",""country"":{""id"":68,""name"":""England""}}]",56,Norwich City,"[{""id"":41,""name"":""Alex Neil"",""nickname"":null,""dob"":""1981-06-09"",""country"":{""id"":201,""name"":""Scotland""}}]",71,9,false,false,England,2015/2016,1
2018/2019,Regular Season,FA Women's Super League,available,18,Yeovil Town LFC,970,"[{""id"":147,""name"":""Lee Burch"",""nickname"":null,""dob"":""1984-06-21"",""country"":{""id"":68,""name"":""England""}}]",965,Brighton & Hove Albion WFC,"[{""id"":149,""name"":""Hope Patricia Powell"",""nickname"":""Hope Powell"",""dob"":""1966-12-08"",""country"":{""id"":68,""name"":""England""}}]",4847,924,false,false,England,2018/2019,1
2015/2016,Regular Season,La Liga,available,36,Valencia,207,"[{""id"":618,""name"":""Francisco Martín Ayestarán Barandiarán"",""nickname"":""Pako Ayestarán"",""dob"":""1963-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",222,Villarreal,"[{""id"":211,""name"":""Marcelino García Toral"",""nickname"":""Marcelino"",""dob"":""1965-08-14"",""country"":{""id"":214,""name"":""Spain""}}]",344,2728,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,7,Lorient,165,"[{""id"":2983,""name"":""Sylvain Ripoll"",""nickname"":null,""dob"":""1971-08-15"",""country"":{""id"":78,""name"":""France""}}]",140,Caen,"[{""id"":439,""name"":""Patrice Garande"",""nickname"":null,""dob"":""1960-11-27"",""country"":{""id"":78,""name"":""France""}}]",204,1949,false,false,France,2015/2016,1
2012/2013,Regular Season,La Liga,available,7,Barcelona,217,,220,Real Madrid,,342,1012,false,false,Spain,2012/2013,1
2018,Regular Season,NWSL,available,17,Houston Dash,762,"[{""id"":132,""name"":""Vera Pauw"",""nickname"":null,""dob"":""1963-01-18"",""country"":{""id"":160,""name"":""Netherlands""}}]",767,Utah Royals,"[{""id"":134,""name"":""Laura Harvey"",""nickname"":null,""dob"":""1980-05-15"",""country"":{""id"":68,""name"":""England""}}]",4721,137,false,false,United States of America,2018,1
2018,Group Stage,FIFA World Cup,available,3,Serbia,786,"[{""id"":640,""name"":""Mladen Krstajić"",""nickname"":null,""dob"":""1974-03-04"",""country"":{""id"":203,""name"":""Serbia""}}]",781,Brazil,"[{""id"":547,""name"":""Adenor Leonardo Bacchi"",""nickname"":""Tite"",""dob"":""1961-05-25"",""country"":{""id"":31,""name"":""Brazil""}}]",4130,741,false,true,International,2018,1
2005/2006,Regular Season,La Liga,available,25,Real Zaragoza,395,"[{""id"":5042,""name"":""Víctor Muñoz Manrique"",""nickname"":""Víctor Muñoz"",""dob"":""1957-03-15"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",4457,1005,false,false,Spain,2005/2006,1
2003/2004,Regular Season,Premier League,available,18,Arsenal,1,"[{""id"":577,""name"":""Arsène Wenger"",""nickname"":null,""dob"":""1949-10-22"",""country"":{""id"":78,""name"":""France""}}]",46,Wolverhampton Wanderers,"[{""id"":3602,""name"":""Dave Jones"",""nickname"":null,""dob"":""1956-08-17"",""country"":{""id"":68,""name"":""England""}}]",1000243,,false,false,England,2003/2004,1
2015/2016,Regular Season,Premier League,available,14,AFC Bournemouth,28,"[{""id"":38,""name"":""Eddie Howe"",""nickname"":null,""dob"":""1977-11-29"",""country"":{""id"":68,""name"":""England""}}]",29,Everton,"[{""id"":263,""name"":""Roberto Martínez Montoliú"",""nickname"":""Roberto Martínez"",""dob"":""1973-07-13"",""country"":{""id"":214,""name"":""Spain""}}]",71,12,false,false,England,2015/2016,1
2020/2021,Regular Season,FA Women's Super League,available,11,Reading WFC,974,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",971,Chelsea FCW,"[{""id"":152,""name"":""Emma Hayes"",""nickname"":null,""dob"":""1976-10-18"",""country"":{""id"":68,""name"":""England""}}]",223,937,false,false,England,2020/2021,1
2018/2019,Regular Season,FA Women's Super League,available,7,Everton LFC,967,"[{""id"":146,""name"":""Andy Spence"",""nickname"":null,""dob"":""1983-01-08"",""country"":{""id"":68,""name"":""England""}}]",972,West Ham United LFC,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",111,908,false,false,England,2018/2019,1
2018/2019,Regular Season,La Liga,available,4,Real Sociedad,210,"[{""id"":84,""name"":""Asier Garitano Aguirrezábal"",""nickname"":""Asier Garitano"",""dob"":""1969-12-06"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",5043,2728,false,false,Spain,2018/2019,1
2022,Group Stage,FIFA World Cup,available,2,Wales,907,"[{""id"":1000471,""name"":""Robert Page"",""nickname"":null,""dob"":""1974-09-03"",""country"":{""id"":249,""name"":""Wales""}}]",797,Iran,"[{""id"":645,""name"":""Carlos Manuel Brito Leal Queiróz"",""nickname"":""Carlos Queiroz"",""dob"":""1953-03-01"",""country"":{""id"":183,""name"":""Portugal""}}]",1000793,1835,false,true,International,2022,1
2015/2016,Regular Season,Serie A,available,34,Chievo,231,"[{""id"":114,""name"":""Rolando Maran"",""nickname"":null,""dob"":""1963-07-14"",""country"":{""id"":112,""name"":""Italy""}}]",291,Frosinone,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",4488,1946,false,false,Italy,2015/2016,1
2021/2022,Regular Season,Indian Super league,available,7,NorthEast United,7285,"[{""id"":1000616,""name"":""Khalid Ahmed Jamil"",""nickname"":null,""dob"":""1977-04-21"",""country"":{""id"":105,""name"":""India""}}]",7286,East Bengal,"[{""id"":1000817,""name"":""José Manuel Díaz Fernández"",""nickname"":""Manolo Díaz"",""dob"":""1968-08-30"",""country"":{""id"":214,""name"":""Spain""}}]",1000400,1004912,false,false,India,2021/2022,1
2015/2016,Regular Season,La Liga,available,26,Real Sociedad,210,"[{""id"":229,""name"":""Eusebio Sacristán Mena"",""nickname"":""Eusebio Sacristán"",""dob"":""1964-04-13"",""country"":{""id"":214,""name"":""Spain""}}]",223,Málaga,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",5043,221,false,false,Spain,2015/2016,1
2015/2016,Regular Season,La Liga,available,21,Málaga,223,"[{""id"":188,""name"":""Javier Gracia Carlos"",""nickname"":""Javi Gracia"",""dob"":""1970-05-01"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",346,1008,false,false,Spain,2015/2016,1
2023,Group Stage,African Cup of Nations,available,3,Namibia,4980,"[{""id"":1002931,""name"":""Collin Benjamin"",""nickname"":null,""dob"":""1978-08-03"",""country"":{""id"":157,""name"":""Namibia""}}]",4930,Mali,"[{""id"":1000157,""name"":""Éric Chelle"",""nickname"":null,""dob"":""1977-11-11"",""country"":{""id"":140,""name"":""Mali""}}]",1001497,1003479,false,true,Africa,2023,1
